Wall time,Step,Value
1589183022.1068146,15120000,-423.25921630859375
1589183070.1299477,15144000,-418.0119934082031
1589183096.7877302,15156000,-417.2384033203125
1589183120.9444633,15168000,-420.4897766113281
1589183145.064641,15180000,-420.834228515625
1589183171.7602255,15192000,-419.2467346191406
1589183196.2971168,15204000,-420.9397888183594
1589183321.2073348,15264000,-425.38421630859375
1589183345.2156851,15276000,-420.4231262207031
1589183395.8080142,15300000,-425.38421630859375
1589183494.9377482,15348000,-504.9897766113281
1589183518.7305305,15360000,-494.1953430175781
1589183569.5814576,15384000,-421.834228515625
1589183668.5373843,15432000,-422.6953430175781
1589183719.9771366,15456000,-418.8231201171875
1589183771.7585144,15480000,-415.9925537109375
1589183821.2253017,15504000,-415.0509033203125
1589183847.9157624,15516000,-458.88006591796875
1589183871.8213255,15528000,-438.05645751953125
1589183895.6448529,15540000,-480.06201171875
1589183946.168213,15564000,-428.5175476074219
1589184020.7071323,15600000,-426.4119873046875
1589184044.8061826,15612000,-425.1619873046875
1589184096.4125254,15636000,-432.2175598144531
1589184120.6619248,15648000,-427.63421630859375
